id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Norm. citations>	weight<Citations>	score<Pub. year>	score<Norm. citations>	score<Citations>
6549	barbara paoli (2019)	"<table><tr><td>Authors:</td><td>barbara paoli; michele procacci</td></tr><tr><td>Title:</td><td>motivation and expectations of aesthetic patients</td></tr><tr><td>Source:</td><td>minerva psichiatrica, 60(4)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.23736/s0391-1772.19.02035-1	-0.2992	-0.3295	2	129	132	0.2991	7	2019	0.2991	7
6550	simona a. pascal (2020)	"<table><tr><td>Authors:</td><td>simona a. pascal; ioana r. podină; cătălin nedelcea</td></tr><tr><td>Title:</td><td>a meta-analysis on the efficacy of exposure-based treatment in anxiety disorders: implications for disgust</td></tr><tr><td>Source:</td><td>journal of evidence-based psychoterapies, 20(2), 31-49</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.24193/jebp.2020.2.10	0.9539	0.0164	3	153	258	0.381	6	2020	0.381	6
6551	robert ladouceur (1977)	"<table><tr><td>Authors:</td><td>robert ladouceur</td></tr><tr><td>Title:</td><td>rationale of covert reinforcement: additional evidence</td></tr><tr><td>Source:</td><td>psychological reports, 41(2), 547-550</td></tr><tr><td>Year:</td><td>1977</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1977.41.2.547	-0.4256	0.8385	1	30	36	0.1524	10	1977	0.1524	10
6552	michael s. myslobodsky (1978)	"<table><tr><td>Authors:</td><td>michael s. myslobodsky; murray weiner</td></tr><tr><td>Title:</td><td>clinical psychology in the chemical environment</td></tr><tr><td>Source:</td><td>psychological reports, 43(1), 247-276</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1978.43.1.247	-0.5456	0.3337	1	41	46	0.4289	10	1978	0.4289	10
6553	géraldine piorkowski (1975)	"<table><tr><td>Authors:</td><td>géraldine piorkowski; edward t. mann</td></tr><tr><td>Title:</td><td>issues in treatment efficacy research with alcoholics</td></tr><tr><td>Source:</td><td>perceptual and motor skills, 41(3), 695-700</td></tr><tr><td>Year:</td><td>1975</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pms.1975.41.3.695	-0.688	0.7164	1	59	66	0.2529	8	1975	0.2529	8
6554	john curtis (1984)	"<table><tr><td>Authors:</td><td>john curtis</td></tr><tr><td>Title:</td><td>motivational techniques for individual and group psychotherapy</td></tr><tr><td>Source:</td><td>psychological reports, 54(1), 271-277</td></tr><tr><td>Year:</td><td>1984</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1984.54.1.271	-0.8076	0.3785	1	46	48	0.2668	10	1984	0.2668	10
6555	thomas decker (1981)	"<table><tr><td>Authors:</td><td>thomas decker; richard k. russell</td></tr><tr><td>Title:</td><td>comparison of cue-controlled relaxation and cognitive restructuring versus study skills counseling in treatment of test-anxious college underachievers</td></tr><tr><td>Source:</td><td>psychological reports, 49(2), 459-469</td></tr><tr><td>Year:</td><td>1981</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1981.49.2.459	-0.7347	0.6793	1	109	176	0.1808	9	1981	0.1808	9
6556	sally davis (1980)	"<table><tr><td>Authors:</td><td>sally davis; joseph g. dawson</td></tr><tr><td>Title:</td><td>hypnotherapy for weight control</td></tr><tr><td>Source:</td><td>psychological reports, 46(1), 311-314</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1980.46.1.311	-0.7016	0.5643	1	1	1	0.2377	8	1980	0.2377	8
6557	john curtis (1982)	"<table><tr><td>Authors:</td><td>john curtis</td></tr><tr><td>Title:</td><td>a linkage theory of personality and psychotherapy</td></tr><tr><td>Source:</td><td>psychological reports, 50(3_suppl), 1239-1248</td></tr><tr><td>Year:</td><td>1982</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1982.50.3c.1239	-0.8478	0.5497	1	3	4	0.1071	8	1982	0.1071	8
6558	chester d. copemann (1975)	"<table><tr><td>Authors:</td><td>chester d. copemann</td></tr><tr><td>Title:</td><td>drug addiction: i. a theoretical framework for behavior therapy</td></tr><tr><td>Source:</td><td>psychological reports, 37(3), 947-958</td></tr><tr><td>Year:</td><td>1975</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1975.37.3.947	-0.6381	0.7484	1	10	23	0.2213	7	1975	0.2213	7
6559	paul j. martin (1976)	"<table><tr><td>Authors:</td><td>paul j. martin; arthur l. sterne</td></tr><tr><td>Title:</td><td>subjective objectivity: therapists' affection and successful psychotherapy</td></tr><tr><td>Source:</td><td>psychological reports, 38(3_suppl), 1163-1169</td></tr><tr><td>Year:</td><td>1976</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1976.38.3c.1163	-0.7492	0.1742	1	14	14	0.1705	7	1976	0.1705	7
6560	j. randy thomas (1987)	"<table><tr><td>Authors:</td><td>j. randy thomas; robert a. petry; jacquelin goldman</td></tr><tr><td>Title:</td><td>comparison of cognitive and behavioral self-control treatments of depression</td></tr><tr><td>Source:</td><td>psychological reports, 60(3), 975-982</td></tr><tr><td>Year:</td><td>1987</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1987.60.3.975	-0.5463	0.2435	1	436	498	0.1506	8	1987	0.1506	8
6561	billy a. barrios (1980)	"<table><tr><td>Authors:</td><td>billy a. barrios; earl j. ginter; joseph j. scalise; francis g. miller</td></tr><tr><td>Title:</td><td>treatment of test anxiety by applied relaxation and cue-controlled relaxation</td></tr><tr><td>Source:</td><td>psychological reports, 46(3_suppl), 1287-1296</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1980.46.3c.1287	-0.7247	0.6575	1	206	284	0.1783	6	1980	0.1783	6
6563	rick e. ingram (1978)	"<table><tr><td>Authors:</td><td>rick e. ingram; barbara comoe goldstein</td></tr><tr><td>Title:</td><td>role of expectancy factors in behavioral self-control therapies: an experimental inquiry</td></tr><tr><td>Source:</td><td>psychological reports, 42(2), 535-542</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1978.42.2.535	-0.8475	0.5271	1	219	239	0.2145	5	1978	0.2145	5
6564	cláudia p. pires (2023)	"<table><tr><td>Authors:</td><td>cláudia p. pires; stefan g. hofmann; david w. putwain; maria do céu salvador</td></tr><tr><td>Title:</td><td>the efficacy of a compassion, acceptance and mindfulness-based pilot intervention for adolescents’ test anxiety: a case study using the academic program</td></tr><tr><td>Source:</td><td>journal of evidence-based psychoterapies, 22(1), 37-66</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.24193/jebp.2023.1.3	-0.0337	-0.4661	2	405	485	0	0	2023	0	0
6567	a. a. sappington (1975)	"<table><tr><td>Authors:</td><td>a. a. sappington</td></tr><tr><td>Title:</td><td>semantic desensitization: language conditioning or demand characteristics manipulation?</td></tr><tr><td>Source:</td><td>perceptual and motor skills, 41(3), 747-753</td></tr><tr><td>Year:</td><td>1975</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pms.1975.41.3.747	-0.7399	0.9001	1	10	11	0.1265	4	1975	0.1265	4
6570	yousef asmari (2022)	"<table><tr><td>Authors:</td><td>yousef asmari; behrouz dolatshahi; hamid poursharifi; usha barahmand</td></tr><tr><td>Title:</td><td>""early negative memories, humiliation and defectiveness/shame schema: an emotion-focused therapeutic approach to social anxiety""</td></tr><tr><td>Source:</td><td>journal of evidence-based psychoterapies, 22(1), 117-136</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.24193/jebp.2022.1.7	0.811	-0.2987	7	579	773	0.1821	1	2022	0.1821	1
6572	larry michelson (1988)	"<table><tr><td>Authors:</td><td>larry michelson; karen e. marchione; norman marchione; s. marc testa; matig mavissakalian</td></tr><tr><td>Title:</td><td>cognitive correlates and outcome of cognitive, behavioral and physiological treatments of agoraphobia</td></tr><tr><td>Source:</td><td>psychological reports, 63(3), 999-1004</td></tr><tr><td>Year:</td><td>1988</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1988.63.3.999	-0.2451	0.4476	1	442	508	0.0596	3	1988	0.0596	3
6573	robert ladouceur (1984)	"<table><tr><td>Authors:</td><td>robert ladouceur; pierre mercier</td></tr><tr><td>Title:</td><td>awareness: an understudied cognitive factor in behavior therapy</td></tr><tr><td>Source:</td><td>psychological reports, 54(1), 159-178</td></tr><tr><td>Year:</td><td>1984</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1984.54.1.159	-0.6459	0.5272	1	387	551	0.0801	3	1984	0.0801	3
6574	george d. zgourides (1989)	"<table><tr><td>Authors:</td><td>george d. zgourides; ricks warren; mary e. englert</td></tr><tr><td>Title:</td><td>ephedrine-induced thermogenesis as an adjunct to cognitive restructuring and covert conditioning: a proposal for treatment of obese individuals</td></tr><tr><td>Source:</td><td>perceptual and motor skills, 69(2), 563-572</td></tr><tr><td>Year:</td><td>1989</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pms.1989.69.2.563	-0.6102	0.1781	1	316	346	0.0489	3	1989	0.0489	3
6575	james j. annesi (2000)	"<table><tr><td>Authors:</td><td>james j. annesi</td></tr><tr><td>Title:</td><td>effects of minimal exercise and cognitive behavior modification on adherence, emotion change, self-image, and physical change in obese women</td></tr><tr><td>Source:</td><td>perceptual and motor skills, 91(5), 322-322</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pms.91.5.322-336	-0.3725	0.4389	1	113	115	0.0134	2	2000	0.0134	2
6576	andré t. möller (1993)	"<table><tr><td>Authors:</td><td>andré t. möller; hendrik f. kotzé; kobus j. sieberhagen</td></tr><tr><td>Title:</td><td>comparison of the effects of auditory subliminal stimulation and rational-emotive therapy, separately and combined, on self-concept</td></tr><tr><td>Source:</td><td>psychological reports, 72(1), 131-145</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1993.72.1.131	-0.7309	0.3222	1	153	172	0.0497	3	1993	0.0497	3
6577	george morelli (1983)	"<table><tr><td>Authors:</td><td>george morelli</td></tr><tr><td>Title:</td><td>adolescent compulsion: a case study involving cognitive-behavioral treatment</td></tr><tr><td>Source:</td><td>psychological reports, 53(2), 519-522</td></tr><tr><td>Year:</td><td>1983</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1983.53.2.519	-0.5521	0.3827	1	167	170	0.0283	2	1983	0.0283	2
6578	cynthia g. last (1983a)	"<table><tr><td>Authors:</td><td>cynthia g. last; david h. barlow; gregory o’brien</td></tr><tr><td>Title:</td><td>comparison of two cognitive strategies in treatment of a patient with generalized anxiety disorder</td></tr><tr><td>Source:</td><td>psychological reports, 53(1), 19-26</td></tr><tr><td>Year:</td><td>1983</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1983.53.1.19	-0.5206	0.6156	1	384	453	0.0283	2	1983	0.0283	2
6579	a. a. sappington (1976)	"<table><tr><td>Authors:</td><td>a. a. sappington</td></tr><tr><td>Title:</td><td>application of semantic desensitization in an area of strong emotional significance</td></tr><tr><td>Source:</td><td>perceptual and motor skills, 43(1), 310-310</td></tr><tr><td>Year:</td><td>1976</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pms.1976.43.1.310	-0.7964	0.9885	1	3	3	0.0244	1	1976	0.0244	1
6580	ricki s. bander (1978)	"<table><tr><td>Authors:</td><td>ricki s. bander; richard k. russell; gerald n. weiskott</td></tr><tr><td>Title:</td><td>effects of varying amounts of assertive training on level of assertiveness and anxiety reduction in women</td></tr><tr><td>Source:</td><td>psychological reports, 43(1), 144-146</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1978.43.1.144	-0.7826	0.5463	1	14	14	0.0429	1	1978	0.0429	1
6582	oleksandra kuzo (2022)	"<table><tr><td>Authors:</td><td>oleksandra kuzo; liubov kuzo</td></tr><tr><td>Title:</td><td>cognitive aspect of psychosemantic reconstruction of generalized anxiety disorder</td></tr><tr><td>Source:</td><td>nauka ì osvìta, 2021(4), 5-17</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.24195/2414-4665-2021-4-1	0.1711	-0.3344	5	208	288	0	0	2022	0	0
6584	howard hughes (1978)	"<table><tr><td>Authors:</td><td>howard hughes; bob holder; k. eric dubois</td></tr><tr><td>Title:</td><td>one session of flooding as treatment for conditioned avoidance responding in humans: effect of individualization of treatment duration</td></tr><tr><td>Source:</td><td>psychological reports, 42(2), 663-672</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1978.42.2.663	-0.3254	0.6833	1	77	96	0	0	1978	0	0
6585	robert zemore (1978)	"<table><tr><td>Authors:</td><td>robert zemore; brent ramsay; judith zemore</td></tr><tr><td>Title:</td><td>success of covert negative reinforcement is not the result of operant conditioning</td></tr><tr><td>Source:</td><td>psychological reports, 43(3), 955-961</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1978.43.3.955	-0.5855	0.8146	1	44	53	0	0	1978	0	0
6586	gary r. byrd (1978)	"<table><tr><td>Authors:</td><td>gary r. byrd; stephen m. osborn; john s. gillis</td></tr><tr><td>Title:</td><td>use of pseudodesensitization in treatment of an experimentally produced fear</td></tr><tr><td>Source:</td><td>psychological reports, 43(3), 947-952</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1978.43.3.947	-0.5639	0.7944	1	53	74	0	0	1978	0	0
6587	cynthia g. last (1983b)	"<table><tr><td>Authors:</td><td>cynthia g. last; david h. barlow; gregory o’brien</td></tr><tr><td>Title:</td><td>imipramine with or without cognitive-behavior therapy in the treatment of an agoraphobic</td></tr><tr><td>Source:</td><td>psychological reports, 53(1), 103-114</td></tr><tr><td>Year:</td><td>1983</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1983.53.1.103	-0.5112	0.6285	1	231	300	0	0	1983	0	0
6588	david s. yeager (2011)	"<table><tr><td>Authors:</td><td>david s. yeager; gregory m. walton</td></tr><tr><td>Title:</td><td>social-psychological interventions in education</td></tr><tr><td>Source:</td><td>review of educational research, 81(2), 267-301</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.3102/0034654311405999	-0.5763	0.1575	1	225	409	12.2894	1075	2011	12.2894	1075
6589	seth r. axelrod (2010)	"<table><tr><td>Authors:</td><td>seth r. axelrod; francheska perepletchikova; kevin holtzman; rajita sinha</td></tr><tr><td>Title:</td><td>emotion regulation and substance use frequency in women with substance dependence and borderline personality disorder receiving dialectical behavior therapy</td></tr><tr><td>Source:</td><td>the american journal of drug and alcohol abuse/american journal of drug and alcohol abuse, 37(1), 37-42</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.3109/00952990.2010.535582	-0.1946	-0.1132	2	332	390	1.7353	214	2010	1.7353	214
6590	nickolai titov (2010)	"<table><tr><td>Authors:</td><td>nickolai titov; gavin andrews; genevieve schwencke; emma robinson; lorna peters; jay spence</td></tr><tr><td>Title:</td><td>randomized controlled trial of internet cognitive behavioural treatment for social phobia with and without motivational enhancement strategies</td></tr><tr><td>Source:</td><td>australian and new zealand journal of psychiatry, 44(10), 938-945</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.3109/00048674.2010.493859	0.1972	-0.4843	7	627	838	0.7217	89	2010	0.7217	89
6591	kenneth m. carpenter (2012)	"<table><tr><td>Authors:</td><td>kenneth m. carpenter; diana martínez; nehal p. vadhan; dermot barnes‐holmes; edward v. nunes</td></tr><tr><td>Title:</td><td>measures of attentional bias and relational responding are associated with behavioral treatment outcome for cocaine dependence</td></tr><tr><td>Source:</td><td>the american journal of drug and alcohol abuse/american journal of drug and alcohol abuse, 38(2), 146-154</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.3109/00952990.2011.643986	0.1842	-0.2192	6	74	90	1.1269	74	2012	1.1269	74
